"Pseudotime","SMC_Subtype"
6.27318335625164,"SMC1"
5.30572625786466,"SMC1"
6.79512460317502,"SMC3"
10.0016617687934,"SMC2"
8.39502142422583,"SMC2"
9.33992201285949,"SMC3"
11.4253726748618,"SMC2"
7.84800416695803,"SMC3"
8.46109640527112,"SMC2"
8.80686999510213,"SMC3"
8.59058079859251,"SMC3"
8.61843755795907,"SMC2"
4.93585718971837,"SMC1"
9.14629733989924,"SMC2"
8.8170846931861,"SMC5"
12.5739342804309,"SMC2"
10.5257131040436,"SMC2"
6.13039297513802,"SMC1"
1.52538914838922,"SMC1"
4.14350836297902,"SMC1"
8.01995573492386,"SMC2"
8.38207792527505,"SMC3"
10.5257131401758,"SMC1"
5.880934984763,"SMC1"
11.4107069873784,"SMC2"
2.95297741298748,"SMC1"
6.63860654583763,"SMC1"
2.19287187033274,"SMC1"
3.55625472702023,"SMC1"
8.68986409430368,"SMC1"
3.65156965796263,"SMC1"
5.45209112914044,"SMC1"
7.58432495510244,"SMC2"
9.67335910310138,"SMC2"
9.14717983637965,"SMC2"
8.39158426808808,"SMC2"
8.81673051665488,"SMC3"
10.0500745477493,"SMC2"
8.05191704847065,"SMC2"
1.25716169185614,"SMC1"
8.98242963484848,"SMC1"
9.944460672424,"SMC1"
5.2218678709867,"SMC1"
10.4277336323693,"SMC1"
8.77498709467176,"SMC1"
5.87094034877763,"SMC1"
2.19287190646497,"SMC1"
5.89158018579118,"SMC1"
3.81115403373225,"SMC1"
14.3957514015213,"SMC5"
9.38738162026364,"SMC1"
2.38355880376613,"SMC1"
7.63740537168056,"SMC1"
3.78937279690869,"SMC1"
11.1559998079337,"SMC2"
8.38682308975746,"SMC1"
8.61843759409129,"SMC1"
2.07844983425837,"SMC1"
5.28362374784664,"SMC1"
8.26058270606939,"SMC1"
14.2860746155529,"SMC5"
8.57225515054403,"SMC1"
10.8230701906271,"SMC1"
2.61906697916656,"SMC1"
14.3182910424085,"SMC5"
8.41539928979427,"SMC1"
0.376709483828176,"SMC1"
11.0543501637441,"SMC1"
3.08535964993364,"SMC1"
2.76974353060534,"SMC1"
7.5827325482172,"SMC1"
8.37378634631509,"SMC1"
11.1132989958255,"SMC2"
3.02709911997179,"SMC1"
1.15934736029096,"SMC1"
6.36618320606034,"SMC1"
5.21337887998578,"SMC1"
8.99768150023849,"SMC2"
14.1912594632142,"SMC5"
6.55574082620505,"SMC1"
3.0828629298373,"SMC1"
8.99768153637071,"SMC1"
9.94446070855622,"SMC1"
8.55506111817946,"SMC1"
4.93585722585059,"SMC1"
9.60410846787616,"SMC1"
1.25716172798837,"SMC1"
8.45922749315751,"SMC1"
8.31590534966339,"SMC1"
2.21179090490523,"SMC1"
3.05611364512358,"SMC1"
10.525713176308,"SMC1"
8.68986413043591,"SMC1"
3.11448619298869,"SMC1"
8.01339995747773,"SMC1"
0.376709519960399,"SMC1"
6.55736700860554,"SMC1"
5.29069182831358,"SMC1"
4.88791755651132,"SMC1"
9.62300479436136,"SMC1"
13.4012521722965,"SMC5"
8.68986416656813,"SMC1"
14.1912594993464,"SMC2"
4.25651181214792,"SMC1"
6.08093686858041,"SMC1"
1.89741477050633,"SMC1"
6.40475424197622,"SMC1"
14.2660839318854,"SMC5"
9.2534937070317,"SMC1"
2.77584154178187,"SMC1"
10.0164419400972,"SMC1"
10.271639659211,"SMC1"
13.7884839729027,"SMC5"
8.70739834752485,"SMC1"
6.79512463930724,"SMC1"
5.70998280905885,"SMC5"
6.18716548266755,"SMC3"
6.02944811682458,"SMC1"
6.07899163498271,"SMC1"
8.89272479865459,"SMC1"
8.84346822685853,"SMC1"
9.33992204899172,"SMC1"
4.10744923203971,"SMC1"
3.20569663829515,"SMC1"
9.90235428536393,"SMC1"
9.14717987251188,"SMC1"
8.04326386451363,"SMC1"
7.7038617920889,"SMC1"
7.9317946162062,"SMC1"
9.38944609495491,"SMC1"
2.81608465634604,"SMC1"
5.1747402158254,"SMC1"
2.24821245441063,"SMC1"
14.1912595354787,"SMC5"
3.20569667442737,"SMC1"
6.73020860600124,"SMC1"
8.61843763022351,"SMC1"
3.77931695372704,"SMC1"
12.5739343165631,"SMC1"
8.20242640406797,"SMC1"
3.20942600153597,"SMC1"
3.04905492356052,"SMC1"
6.43338806096643,"SMC1"
8.42252272650631,"SMC1"
8.80714795131669,"SMC1"
9.56512950467245,"SMC1"
1.52465500417758,"SMC1"
8.73925239186016,"SMC1"
3.26062716597504,"SMC1"
4.58268726589977,"SMC1"
9.56828347966422,"SMC1"
3.79270065729465,"SMC1"
9.53759907634922,"SMC1"
8.68986420270035,"SMC1"
8.61953493478128,"SMC2"
2.10144647329761,"SMC1"
3.89323097336373,"SMC1"
8.80371578979702,"SMC1"
3.23292336943886,"SMC1"
11.3276520113627,"SMC1"
2.98979107325716,"SMC1"
8.02652974273904,"SMC2"
4.14350839911125,"SMC1"
9.5749071391348,"SMC1"
10.5257132124403,"SMC1"
1.41755112526445,"SMC1"
4.19229881317623,"SMC1"
4.28513007308262,"SMC1"
12.5739343526953,"SMC1"
8.9337036134365,"SMC1"
4.73263437436556,"SMC1"
4.47872144730797,"SMC1"
5.86848055358616,"SMC1"
