"UMAP_1","UMAP_2","Myeloid_Subtype"
-0.453495797610499,0.420834494320074,"Neutrophils"
-2.455082711673,-2.10688047340759,"M1 Macrophages"
-0.187013086772181,1.01301987239472,"Neutrophils"
-1.61801484683774,0.15718902417771,"Neutrophils"
6.90709573318937,-3.35308568409332,"Platelets"
-2.05651282975695,0.597788763729254,"Neutrophils"
0.439304175877355,2.39351136752717,"Neutrophils"
-2.00056624124072,2.89451010295502,"Neutrophils"
-1.54896792853496,-0.0934706204260194,"Neutrophils"
-2.24484926173709,1.79830463000886,"Neutrophils"
-2.44493424603961,1.73195250102631,"Neutrophils"
-0.805601355529048,-1.16905032328018,"Neutrophils"
1.13186914017179,3.53251631328217,"Neutrophils"
-2.52553075263522,0.220950377670447,"Neutrophils"
1.75215655853727,3.89939196178071,"M2 Macrophages"
0.143188539051793,1.65367467471711,"Neutrophils"
7.17203885605314,-3.99367253712066,"Platelets"
6.99303418686368,-3.82697050503143,"Platelets"
-3.07266360232852,-2.36645369461425,"M1 Macrophages"
0.903945985340856,0.0900749094163573,"Neutrophils"
1.4541586070297,3.05810315677277,"Neutrophils"
-4.49499720046542,-2.72728722027191,"M1 Macrophages"
5.15661222031095,-4.64404313496002,"Platelets"
-0.199730452990748,3.72658188411347,"Neutrophils"
-0.505078670478083,1.25337679454438,"Neutrophils"
-2.94133680770419,-1.43614177635558,"Neutrophils"
-1.52304320493958,0.211602223602454,"Neutrophils"
-3.69929045150302,-2.63028805187591,"M1 Macrophages"
-0.877113339400508,3.80835325786225,"Neutrophils"
-2.30061125466845,2.15887172290436,"Neutrophils"
1.00749093582609,3.98395283290497,"Neutrophils"
-0.0171582073929089,1.31795604297272,"Neutrophils"
-0.848732408976771,2.96702892848603,"Neutrophils"
-0.785448011851527,2.27138121196381,"Neutrophils"
-2.16415589759371,-0.334244439812978,"Neutrophils"
0.978542390370153,4.2469547516977,"Neutrophils"
-0.88373100469134,-0.191872166904291,"Neutrophils"
-0.846639272666194,3.16810948917023,"Neutrophils"
-0.506659206843592,2.48688776561371,"Neutrophils"
6.16211206009366,-4.21329300335296,"Platelets"
5.8793442874191,-3.64800994327911,"Platelets"
-0.0040573448898571,1.89822537967316,"Neutrophils"
1.15853292038419,0.260866833416144,"M2 Macrophages"
-1.52268733913324,1.18950994083039,"Neutrophils"
-0.330272254443385,0.813284111705939,"Neutrophils"
-1.56114621917031,1.92743833133332,"Neutrophils"
0.233943763279699,2.7969830758249,"Neutrophils"
-1.12726780483744,0.367108655658881,"Neutrophils"
-1.21231031129382,1.19307274886719,"Neutrophils"
-1.08591356585047,1.73904283115021,"Neutrophils"
-2.47952490756533,0.777019930568854,"Classical Monocytes"
-0.615568873381831,1.28698260852448,"Neutrophils"
-0.399752315974452,3.44745857783906,"Neutrophils"
-2.67910545775912,3.69366200038544,"Neutrophils"
0.588078322911046,4.20185549327485,"M2 Macrophages"
-1.3170049459698,-0.232148008855661,"Neutrophils"
-0.480159577822902,3.2414079434549,"Neutrophils"
-0.910746333098628,0.345687819210211,"Neutrophils"
-1.32962730238459,2.26185710498444,"Neutrophils"
0.134302559399389,1.9032092816507,"Neutrophils"
4.87239438583829,-4.14568369320281,"Platelets"
-1.28403764674685,0.588500691143194,"Neutrophils"
-1.19328060457728,2.74110992023102,"Neutrophils"
-1.06865897486231,0.68941946097962,"Neutrophils"
-0.605784711337306,2.56412942477814,"Neutrophils"
7.44909841110685,-3.47940246990569,"Platelets"
0.10934669067838,3.33698589870087,"M2 Macrophages"
0.784922185444616,0.327299845901648,"Neutrophils"
2.31980210831144,2.43058426448456,"Neutrophils"
2.12493735840299,3.16982562610261,"Neutrophils"
0.472705665135167,3.12676651546113,"Neutrophils"
-2.28035884807131,1.2591948039209,"Neutrophils"
2.92028314163663,2.53964693614594,"Platelets"
-3.70226615378878,-1.61106388500579,"M1 Macrophages"
-0.196933803057887,1.7847052342569,"Neutrophils"
-0.602969583964564,0.294358027664343,"Neutrophils"
1.78076869537809,1.88103492328278,"Neutrophils"
0.330053749584935,-0.297254996808847,"Neutrophils"
1.05432993462064,2.99737412997834,"Neutrophils"
-2.15464591691516,3.40989024707429,"Neutrophils"
-1.33270822176955,0.0465158946191466,"Neutrophils"
0.910739722752355,-2.46693198612579,"Neutrophils"
0.350008073353551,4.01779921123139,"Neutrophils"
-0.94873493621371,-1.29910771778472,"Neutrophils"
-2.97662192294619,0.580898833957831,"Neutrophils"
5.76171285202482,-3.10097734859832,"Platelets"
5.18094522049405,-4.11040728023895,"Platelets"
-1.20945250699542,0.376007748333136,"Neutrophils"
0.843460860752843,2.33004505702607,"Neutrophils"
1.41504937698819,3.71043951579682,"Neutrophils"
-1.38130757669232,1.59872992107026,"Neutrophils"
5.41052991440275,-4.48158900669464,"Platelets"
-0.116946396327235,0.881157708851019,"Neutrophils"
0.130896511578344,1.99353797504059,"Neutrophils"
6.27808171799161,-3.24381868770965,"Platelets"
6.21588689377286,-3.49907319477447,"Platelets"
1.77976709892728,3.23169095584504,"Neutrophils"
-1.41074885139487,0.393250120369116,"Neutrophils"
1.3660398154495,3.29122073718659,"Neutrophils"
-1.80148154208682,3.42670757838837,"Neutrophils"
-0.834179279303767,3.11814816066376,"Neutrophils"
-0.67989080855868,1.88538439342133,"Neutrophils"
-1.27158379266284,2.79804546901337,"Neutrophils"
1.44606286575773,3.19712193080536,"M2 Macrophages"
-0.51988196084521,3.92772610255829,"Neutrophils"
-3.11783009479067,0.478664530006567,"Neutrophils"
4.86948091080167,-4.55109469822296,"Platelets"
7.38029557754972,-3.88016621998199,"Platelets"
7.30268746902921,-3.8024894469107,"Platelets"
0.258872452282689,4.02904589244477,"Neutrophils"
-1.03886079499743,2.44691212245576,"Neutrophils"
-2.07197040030978,0.852136445728461,"Neutrophils"
-1.12810265729449,0.900314284053961,"Neutrophils"
5.97099191238859,-3.56261627605804,"Platelets"
-0.953184959387996,-0.629122170122942,"Neutrophils"
-1.57242455045006,0.177435231891791,"Neutrophils"
-1.62119307825587,3.24251968928925,"Neutrophils"
-1.54844373176119,0.343216610637823,"Neutrophils"
-1.07523676464579,3.03085453578583,"Neutrophils"
0.134175482296727,3.71555693217866,"M2 Macrophages"
1.18271881630399,3.48202331134431,"Neutrophils"
0.20977884819486,0.0578257567559874,"Neutrophils"
-2.51537161777041,3.33739597865693,"Neutrophils"
2.00443893959501,3.17704303332917,"Neutrophils"
-0.303783592677333,2.40642292567841,"Neutrophils"
-1.81300586173556,0.42503113814942,"Neutrophils"
-0.407670793032862,3.92751391002289,"Neutrophils"
4.90474874069669,-4.04126756122955,"Platelets"
-1.63024070570491,0.251390946594397,"Neutrophils"
2.35858422806241,3.29836328097932,"Neutrophils"
-2.59050327250979,-0.337779084655126,"Neutrophils"
-0.249406513667323,-0.532175073834737,"Neutrophils"
0.0278517632720692,0.222815645424048,"Neutrophils"
-4.8593077034714,1.90099127360932,"Neutrophils"
-1.75393661568186,3.30983049937836,"Neutrophils"
-0.0498842568161266,3.25354631015412,"Neutrophils"
-1.45671917582176,0.602363539425055,"Neutrophils"
2.10429460098722,2.30823762485139,"Neutrophils"
0.375805202030919,3.86793263026826,"Neutrophils"
-1.11009737560771,-0.746560829194864,"Neutrophils"
0.181134167217992,1.51678474017731,"Neutrophils"
-2.70164197394869,0.913927388874213,"Neutrophils"
1.91395265152433,4.11434776851288,"Neutrophils"
-1.0608270139458,0.862719131199042,"Neutrophils"
-0.877246019339778,0.94421739646546,"Neutrophils"
-0.682327506041743,0.185043705192725,"Neutrophils"
-0.889122840857722,1.75478155681244,"Neutrophils"
2.12936455299833,3.83639891215912,"M2 Macrophages"
-5.14036649177096,-2.14543669155486,"Neutrophils"
0.283751550221227,3.74733669826142,"Neutrophils"
0.779794278645299,3.76701099940888,"Neutrophils"
-0.47068351218722,0.331109536377112,"Neutrophils"
0.928503098988317,3.7742346055185,"Neutrophils"
-0.979182180857875,3.48359067508332,"Neutrophils"
-1.86141401240847,0.362395001140753,"Neutrophils"
-1.25626921365283,3.05313355990998,"Neutrophils"
0.255594554447911,3.66297752925507,"Neutrophils"
-0.657526967025019,0.624736738887945,"Neutrophils"
-1.09393134424708,1.69797761508576,"Neutrophils"
-0.362577852702357,2.611519408909,"Neutrophils"
-1.15182959744952,4.12012512752167,"Neutrophils"
-1.49163795067243,1.1047451026117,"Neutrophils"
-5.04432052085421,-2.59538142612823,"Neutrophils"
-1.19396108100436,-1.33565502098449,"Neutrophils"
-1.23654168555758,2.57644112178437,"Neutrophils"
0.0345379739043934,2.68768508502595,"Neutrophils"
-3.52721303412936,-2.37994186809905,"Neutrophils"
0.872480454945348,3.73032314845673,"Neutrophils"
-0.313290056681849,2.16313726970307,"Neutrophils"
1.23985153725126,3.65534002849213,"M2 Macrophages"
-1.19829582879565,-0.559274176570257,"Neutrophils"
1.71913987686612,3.33540399142853,"Neutrophils"
0.533533397221349,3.19147427150361,"Neutrophils"
-1.66500754365943,3.20693810054413,"Neutrophils"
1.33824497749784,2.69122726985566,"M2 Macrophages"
0.82553321411588,3.69356472560517,"Neutrophils"
1.80823356201627,1.94044406482331,"Neutrophils"
0.501060429119847,1.01749379703156,"Neutrophils"
5.92962295105436,-2.39312593868621,"Platelets"
-2.48277067849658,4.17602236339203,"Neutrophils"
-1.20350166866801,2.75179393359772,"Neutrophils"
-0.698887524104335,0.210349930015723,"Neutrophils"
0.463214936756871,0.222193492141882,"Neutrophils"
-2.16074621388934,-1.20005510977157,"Neutrophils"
7.12033826401212,-4.26695244243987,"Platelets"
6.34487277557828,-3.28524010113128,"Platelets"
6.34133225967862,-3.05889456203826,"Platelets"
-0.430597838855006,0.643860531536261,"Neutrophils"
-0.971498069262721,-0.956349241050562,"Neutrophils"
5.45149451782682,-4.26000945499786,"Platelets"
0.387980404400609,4.31116993495576,"Neutrophils"
-0.55460834214709,-0.219840826901277,"Neutrophils"
-1.55504573593161,0.146743787017981,"Neutrophils"
-0.351684507823207,-0.0741941206777894,"Neutrophils"
-0.748338040805079,0.988846374241034,"Neutrophils"
-2.0575653285744,1.15733308860413,"Neutrophils"
1.43227893402555,4.60302145549409,"Neutrophils"
2.31853610565641,3.63206799098603,"Neutrophils"
-3.70806568572543,-2.66909210613616,"M1 Macrophages"
0.754722896122716,1.41703028747193,"Neutrophils"
-1.31948119113467,1.16553099223725,"Neutrophils"
0.98579579880216,0.118429315773169,"Neutrophils"
-1.94429176757357,0.405437422481695,"Neutrophils"
-0.820755717253901,2.94047076770417,"Neutrophils"
-1.76151901195071,-1.33440236976989,"Neutrophils"
-1.98428672263644,0.408994687286536,"Neutrophils"
-0.841016468501307,-0.69026963642486,"Neutrophils"
-1.4929455382774,2.67247970172516,"Neutrophils"
0.831393065953038,1.57939274379365,"Neutrophils"
0.46986288120725,2.13353116580598,"Neutrophils"
6.77742940475919,-3.12347667148956,"Platelets"
-0.116738614535548,1.92328555652253,"Neutrophils"
-2.18880909392855,0.524061513630072,"Neutrophils"
-1.11752804825328,0.159224582401434,"Neutrophils"
1.05999476006009,1.38605935641877,"Neutrophils"
-1.97670161435626,0.305495870796362,"Neutrophils"
0.544487777256749,-0.0740428440893495,"Neutrophils"
1.11875587990262,3.95515902110688,"Neutrophils"
6.14359218170621,-4.55373113087066,"Platelets"
-0.787202534175135,2.13523585864655,"Neutrophils"
-1.57338799247763,-0.257564785393556,"Neutrophils"
0.655648293995641,0.324657870021979,"Neutrophils"
-0.324421820140101,3.3936148411905,"Neutrophils"
1.82020169785001,2.13681323596589,"Neutrophils"
-1.71285782465956,0.301193071094672,"Neutrophils"
-0.851218399501063,0.0972586400186217,"Neutrophils"
1.96284252693631,3.2449537045633,"Neutrophils"
-0.232274112200953,2.61693031856171,"Neutrophils"
-0.506251093840815,1.16199715205781,"Neutrophils"
-1.08120646784327,-2.41063659122833,"Neutrophils"
-0.4255918831589,2.06348903247468,"Neutrophils"
-2.51029771277926,1.63325626918427,"Neutrophils"
-1.82852196404956,4.21763403483979,"Neutrophils"
2.15600329925992,3.00947458812348,"Classical Monocytes"
2.12200671722867,3.12894160815827,"Neutrophils"
-0.714316961264827,-1.12505780390151,"Neutrophils"
5.99553853561857,-3.86362092426666,"Platelets"
0.799675765537999,-0.167609768422922,"Neutrophils"
-0.343027052378871,1.63975174495331,"Neutrophils"
4.94625550796964,-2.91840164593109,"Platelets"
-0.974608537650325,-0.588318558844408,"Neutrophils"
-0.836351093745448,3.79900152751557,"Neutrophils"
-0.130376991725184,3.88735754558198,"Neutrophils"
-1.14673554608843,2.54757363864533,"Neutrophils"
-0.694839891886927,-2.23972051075347,"Neutrophils"
0.684904399418615,0.154586387363592,"Neutrophils"
-1.25793601284049,1.95966465541474,"Neutrophils"
1.56886416962125,1.9714375264322,"Neutrophils"
-1.89464935371897,3.1897938973581,"Neutrophils"
-4.85921019027255,-2.20478610924133,"M1 Macrophages"
6.59962731888273,-4.0308076613272,"Platelets"
1.85561210205533,3.96832735606782,"Neutrophils"
-0.949939486479976,3.59532578059785,"Neutrophils"
-0.250435409045436,2.17590625354401,"Neutrophils"
-0.213489827609278,2.07858688899628,"Neutrophils"
-1.17464229176066,3.44521434375397,"Neutrophils"
-0.805561718440272,3.58255560466401,"Neutrophils"
0.0628455310104115,2.34656913348786,"Neutrophils"
-1.92103904197238,0.277163696972052,"Neutrophils"
0.365170183682225,0.0793265230333007,"Neutrophils"
-1.81303244540713,1.66229946681611,"Neutrophils"
5.82677060654142,-3.3577975504721,"Platelets"
0.130166354679845,2.18694145747773,"Neutrophils"
-0.694326815104701,2.21730620929352,"Neutrophils"
-3.50195568511508,-3.32450716427215,"M1 Macrophages"
-0.559309479689814,2.57504065105073,"Neutrophils"
2.35887366821744,3.4269707924997,"M2 Macrophages"
6.19890719940641,-4.8902146094168,"Platelets"
1.07079822113492,1.68076021739594,"Neutrophils"
4.8482072978256,-2.88681690624603,"Platelets"
-1.58068462172768,0.324553144661108,"Neutrophils"
2.00457173874357,2.39296634265534,"Neutrophils"
-2.83073085258029,3.73484165736786,"Neutrophils"
-1.45549463564775,0.386076403347174,"Neutrophils"
-1.31016124496482,2.31192333766572,"Neutrophils"
-1.34080625782035,0.692313385692755,"Neutrophils"
-0.7057312698128,0.051395279852072,"Neutrophils"
-1.47325470941386,3.38038928577057,"Neutrophils"
4.86982804825284,-3.54564564159759,"Platelets"
-2.95804577777407,-2.16739385059722,"M1 Macrophages"
-0.821305033660151,2.69794852801911,"Neutrophils"
5.40879708816984,-4.77351443699249,"Platelets"
-4.86118882606051,-2.56109349659332,"M1 Macrophages"
-0.892916795706965,-0.88536457947143,"Neutrophils"
-2.07003175923846,4.20898706981293,"Neutrophils"
-0.459389862513758,0.511167121616522,"Neutrophils"
0.114836397671483,2.67091949054352,"Neutrophils"
-1.42135601202271,-0.510458382281145,"Neutrophils"
-0.826394853091456,4.22083981105439,"Neutrophils"
5.02306253006437,-4.45078723362335,"Platelets"
1.93114668419339,4.03745396205536,"Neutrophils"
0.662919345402501,2.5899391896402,"Neutrophils"
1.70579058220365,2.95134170123688,"Neutrophils"
-1.70206704447291,1.24182970592133,"Neutrophils"
-0.0721212000610607,3.3121619946634,"Neutrophils"
6.0188992648361,-3.22972242763885,"Platelets"
-2.65836733291171,-2.19372396400817,"M1 Macrophages"
-0.103993710971095,2.50282127925507,"Neutrophils"
0.126678886914037,0.589101148334662,"Neutrophils"
-1.57486776719115,-0.943085657867273,"Neutrophils"
-2.46998107144854,0.589150500980536,"Neutrophils"
-1.46604595976196,3.25444753238312,"Neutrophils"
6.9341447978256,-3.80432670048126,"Platelets"
0.975055041813634,1.30411608287446,"Neutrophils"
-0.455772098994471,0.321240199295203,"Neutrophils"
-1.08003401467822,-1.0428703897322,"Neutrophils"
4.99162322571256,-4.23382584980377,"Platelets"
1.14921194603422,0.502276015964667,"Neutrophils"
-1.23658093521617,2.54075224467866,"Neutrophils"
-1.82551762173197,-2.77538292339691,"Neutrophils"
-0.805564341044642,0.843929005352179,"Neutrophils"
6.68045598556974,-3.77115480831512,"Platelets"
-4.44425123641513,-2.14973752430328,"M1 Macrophages"
0.307922664189122,4.25080616542451,"M2 Macrophages"
-1.64917117068789,-0.373760009619077,"Neutrophils"
-3.32997125098727,-2.69327013424285,"M1 Macrophages"
1.5348401694534,3.62469799586884,"Neutrophils"
6.37378150513151,-3.69539325168975,"Platelets"
-1.7452383906605,3.65885670253388,"Neutrophils"
-1.55687651494763,0.486796630111853,"Neutrophils"
-1.92689042994998,0.388576579776923,"Neutrophils"
6.59137803604581,-3.9614261858786,"Platelets"
-0.463025269007899,2.40267760821931,"Neutrophils"
1.10155517151334,2.69127185412995,"Neutrophils"
-0.764725026583888,0.723318410602728,"Neutrophils"
-0.999771383500315,0.937424255100409,"Neutrophils"
1.21224481155851,3.54103262492768,"Neutrophils"
-2.75009411284945,-0.527189666839918,"Neutrophils"
-0.485989508128382,2.60303242274872,"Neutrophils"
-1.22798928329966,0.834411574093024,"Neutrophils"
-4.90958136031649,-2.10667304924377,"M1 Macrophages"
0.669404092335485,2.86992366382233,"Neutrophils"
1.50385624458768,2.90736849376313,"Neutrophils"
1.6454861788986,1.90913326808564,"Neutrophils"
-0.823207494712092,1.22032458850495,"Neutrophils"
-1.01004105517886,1.17882056304566,"Neutrophils"
1.7866736083267,1.74474961825959,"Neutrophils"
-1.05823716232798,4.28220160075776,"Neutrophils"
1.54238206436612,3.97053225108735,"Neutrophils"
5.30866128494718,-4.67152135303863,"Platelets"
-2.53551071593783,0.363483381954352,"Neutrophils"
-0.576385971999385,3.58105356761567,"Neutrophils"
-4.70012396285555,-3.28642551830657,"M1 Macrophages"
4.57576591064908,-3.03112428120025,"Neutrophils"
-1.42006264338515,1.01562388011567,"Neutrophils"
-3.07778590629122,-3.20906274250396,"M1 Macrophages"
-0.738071677184321,0.602687192646185,"Neutrophils"
-1.29325551996253,1.54054577418915,"Neutrophils"
-2.45389532754443,2.46150977679841,"Neutrophils"
-0.41746622035525,-0.103378432306131,"Neutrophils"
-0.0882260174515026,2.3831966645395,"Neutrophils"
0.461211267018102,1.77071840831391,"Neutrophils"
5.66799575378873,-3.5529937022055,"Platelets"
6.69087392380216,-3.89274351528533,"Platelets"
-2.63202351043246,2.6402698285257,"Neutrophils"
-1.2849546344044,0.443813574997107,"Neutrophils"
-0.244730410075404,2.83754713603608,"Neutrophils"
0.0849259524581654,1.73010761806122,"Neutrophils"
-0.340121087527491,2.82071359225861,"Neutrophils"
1.04755908539274,4.18544514247529,"Neutrophils"
5.64575559189298,-4.56973473957427,"Platelets"
7.51367265274503,-3.5971819632376,"Platelets"
-2.55817442843936,3.54862482616059,"Neutrophils"
-1.65365875968955,0.697878552166144,"Neutrophils"
6.09721452286222,-4.15103976658233,"Platelets"
7.44448453476407,-3.44561474254974,"Platelets"
-0.536163088774897,2.43194873401276,"Neutrophils"
6.0808823733566,-3.24281566074737,"Platelets"
0.81704670479276,0.63561828204743,"Neutrophils"
-0.844715830779292,-0.215376573118051,"Neutrophils"
0.408832731747411,3.40164811679474,"Neutrophils"
-1.96511295149348,0.371493769375006,"Neutrophils"
-2.07691454598925,0.116399837223212,"Neutrophils"
5.19582301666715,-4.23082415989288,"Platelets"
-1.54111946458242,1.13076479503266,"Neutrophils"
-1.31689034113906,3.50667746135346,"Neutrophils"
-2.27922093579791,3.5477736718332,"Neutrophils"
-4.41570752570651,2.03992326327912,"Neutrophils"
-0.730120894408442,2.05532867976777,"Neutrophils"
-1.78836241076014,0.295356941906134,"Neutrophils"
-0.749919948077418,-0.314791532667955,"Neutrophils"
5.86205750992277,-4.98816602161773,"Platelets"
5.99696809341886,-2.87339847019561,"Platelets"
-1.22847220013163,2.31246740886323,"Neutrophils"
-1.35251098582766,-1.09029595783599,"Neutrophils"
2.75846416046598,2.55348093577973,"Neutrophils"
-1.05064594457171,2.79079516002289,"Neutrophils"
-1.9826880366566,3.08610160419099,"Neutrophils"
5.02852088501432,-3.36102621487029,"Platelets"
-1.09965622136614,-1.10249971083053,"Neutrophils"
1.26095420410611,1.6365597970163,"Neutrophils"
2.3003590731857,3.07942755290619,"Neutrophils"
-2.56476050326846,4.02120478221528,"Neutrophils"
-5.69346111724398,-6.53654067448028,"M1 Macrophages"
1.67770749618985,2.28935678073517,"Neutrophils"
1.62135893394925,1.52263541289918,"Neutrophils"
1.77725035240629,3.31723697253815,"Neutrophils"
-1.06194370696566,-0.804904180082163,"Neutrophils"
7.25531465103605,-2.93890635898956,"Platelets"
-1.65720422277472,1.58272774287812,"Neutrophils"
-2.05372082898638,0.196168673721472,"Neutrophils"
-2.19409912536166,3.28384931155793,"Neutrophils"
-1.26848053643725,-1.03798960379012,"Neutrophils"
-1.40777850607655,2.18968017169587,"Neutrophils"
5.48056537201383,-3.60693113735565,"Platelets"
-0.288191375231959,3.97470552989594,"Neutrophils"
5.57716495087125,-4.85686604908355,"Platelets"
-3.06579392859957,-3.85336153438934,"M1 Macrophages"
-0.70257603833697,-0.237373965295633,"Neutrophils"
-0.967547950244166,4.41725332805268,"Neutrophils"
-4.47057598540805,1.66374189921967,"M1 Macrophages"
-0.178502616381861,2.74866111346833,"Neutrophils"
-3.64620345542453,-1.89088480404266,"M1 Macrophages"
-1.16652458617709,3.64826138087861,"Neutrophils"
-1.23793312618754,3.25028188296906,"Neutrophils"
1.76219207336881,3.22779233523957,"Neutrophils"
-1.91273224065325,0.998185110775152,"Neutrophils"
-3.81618994185946,-2.02808825901397,"M1 Macrophages"
6.28708631088712,-4.48466079166778,"Platelets"
1.83021861603238,2.70395596095673,"Neutrophils"
-1.57269007424138,2.79969174930207,"Neutrophils"
2.2605550914047,2.76564676829926,"Neutrophils"
1.14262324860074,2.9859832055246,"Neutrophils"
-1.31729110786936,3.78097183772675,"Neutrophils"
6.66254884293058,-4.69884316852935,"Platelets"
-0.904607948756434,2.42993052074067,"Neutrophils"
-4.44560712287448,-2.36865298679717,"M1 Macrophages"
-1.59475994566701,1.39494998523347,"Neutrophils"
-0.598785933947779,3.60539515086762,"Neutrophils"
0.126737418675206,2.02248699733369,"Neutrophils"
-0.620320674872615,-3.26185743740447,"Neutrophils"
-1.37567566046736,2.6274855858957,"Neutrophils"
0.992167773747228,2.05326469012849,"Neutrophils"
-1.33449272522948,1.6420963532602,"Neutrophils"
-3.5774301857712,0.66706211635224,"Neutrophils"
-3.93806045959017,-2.16756431988128,"M1 Macrophages"
-0.205293473696925,1.16775376865021,"Neutrophils"
-1.30211271057151,2.8524280316507,"Neutrophils"
2.11928636124112,2.05150158473603,"Neutrophils"
-0.87222605655215,0.853023601261298,"Neutrophils"
0.828892055058263,2.005801988331,"M2 Macrophages"
-0.0295657486679333,2.32164652415864,"Neutrophils"
6.27898055603483,-3.92669789722808,"Platelets"
5.37130862762906,-4.46749131611236,"Platelets"
-1.51278909379862,1.84156878062836,"Neutrophils"
5.15063220550992,-4.72343270710357,"Platelets"
0.987431827091954,0.891644788471381,"Neutrophils"
6.24770814468839,-4.62785165241607,"Platelets"
-0.762464401221492,-0.813604729684671,"Neutrophils"
-4.80630153129122,-2.42218296459564,"M1 Macrophages"
-1.33272076854727,-0.0126046412313783,"Neutrophils"
0.334588351750158,2.80184180804841,"Neutrophils"
-1.74428900787852,-0.208335506233057,"Neutrophils"
2.28038126518705,1.93069489070527,"M2 Macrophages"
5.82738954117277,-3.33871452740081,"Platelets"
6.18086558868863,-3.74278776577361,"Platelets"
6.22038871338346,-4.29113476208099,"Platelets"
-2.13053041408084,-0.688696133407434,"Neutrophils"
-4.2178236813309,-2.37277727058776,"M1 Macrophages"
-3.3179932207825,-2.22586231163391,"M1 Macrophages"
-0.0379129023315685,0.683132005420843,"Neutrophils"
5.75707084228971,-4.22896044186004,"Platelets"
-0.825801012015559,0.953878474918524,"Neutrophils"
-1.20959841916583,2.315940452305,"Neutrophils"
0.798533025288366,1.24400420257203,"Neutrophils"
2.19341951897123,2.84303410121552,"Neutrophils"
1.57813555290677,2.33435208865754,"Neutrophils"
0.0389292865035755,0.777325106350104,"Neutrophils"
0.0685663848159535,0.482970131126562,"Neutrophils"
-2.45853972146533,1.1358764893686,"Neutrophils"
-2.1162565321686,2.44158632823578,"Neutrophils"
4.57813340713956,-3.28720157078155,"Platelets"
-0.463349160647609,2.31706292697541,"Neutrophils"
0.513621631169103,1.31266565391175,"Neutrophils"
2.17915875008085,2.40706212588898,"Neutrophils"
-0.617085275149562,1.33099551269166,"Neutrophils"
1.27124005844571,3.7059448487436,"Neutrophils"
-4.27682369658969,-2.20060889652618,"M1 Macrophages"
-2.08498161742709,0.336928678241888,"Neutrophils"
-2.56675964305422,-3.50471227100738,"M1 Macrophages"
2.31917864372709,2.17163379260651,"M2 Macrophages"
-1.82678788611911,-1.73984901836761,"Neutrophils"
-1.52808838794253,1.12648112842194,"Neutrophils"
6.41108924438932,-3.47457878521331,"Platelets"
-4.19707268188021,-2.38179247311004,"M1 Macrophages"
-0.784847197032191,0.947369409290472,"Neutrophils"
-4.11753838965914,-1.85555546215423,"M1 Macrophages"
-1.13140886733554,0.878244353023688,"Neutrophils"
1.15445858528592,3.5223077065622,"Neutrophils"
-1.7063653142216,0.46613563367478,"Neutrophils"
-2.5125139326813,0.644734454837958,"Neutrophils"
6.06990558197477,-3.72335236004241,"Platelets"
5.13979846527555,-3.15488808086761,"Platelets"
-0.855629083609797,-0.121426629337152,"Neutrophils"
0.220957341694616,0.988585425106207,"Neutrophils"
0.23822123100736,1.33570058414094,"Neutrophils"
0.802846255802892,3.78835566112153,"Neutrophils"
-1.27429389665148,1.44799299308411,"Neutrophils"
-0.192791876292445,0.375700545993964,"Neutrophils"
-2.68582123229525,-2.47126548221954,"M1 Macrophages"
1.38430053284147,2.59510452815644,"Neutrophils"
0.80500966598966,0.185848367897192,"Neutrophils"
-0.294899997210719,1.17210240432374,"Neutrophils"
-1.02553215334437,1.06244595119111,"Neutrophils"
0.36551124145963,2.40094621249787,"Neutrophils"
-1.45229153791688,0.67608721324555,"Neutrophils"
-3.47427087733767,-2.1118989460791,"M1 Macrophages"
-3.60109656760714,-2.71241419247039,"M1 Macrophages"
-2.0152336926224,0.216325534073035,"Neutrophils"
-1.34576959619544,-0.0173542969549501,"Neutrophils"
4.94306069900968,-3.83107106617339,"Platelets"
0.531049552464269,3.42873961993806,"Neutrophils"
-3.45242982814334,1.1448058612024,"Neutrophils"
1.06867128899076,-2.4893745653952,"Neutrophils"
-1.99286153624079,0.850209308353583,"Neutrophils"
-1.2091015846493,-0.865664678129038,"Neutrophils"
0.461296501660131,2.82726795741669,"Neutrophils"
1.95258981277921,3.49528725215546,"Neutrophils"
-0.480951008296229,1.21563179561249,"Neutrophils"
-1.35424054870627,-1.51660137108215,"Neutrophils"
-1.15952011654399,-0.89161138466247,"Neutrophils"
0.717396560215734,2.72835905620209,"Neutrophils"
5.88333112289884,-3.48649256161102,"Platelets"
5.92307597687223,-4.1642419569815,"Platelets"
-1.45784110659979,2.57642324039094,"Neutrophils"
-2.54093080470584,-0.494512426170191,"Classical Monocytes"
2.54485017349698,3.59916145869843,"M2 Macrophages"
-2.0013456315758,-2.02514951160797,"Neutrophils"
5.74224216034391,-3.98724763325103,"Platelets"
-1.37356272051356,2.82743008205048,"Neutrophils"
-1.47351160170756,3.39912612506501,"Neutrophils"
-2.35177588174365,1.0149287707483,"Neutrophils"
0.0697060256240589,3.07135446139924,"Neutrophils"
-2.17119955728076,1.20223195621125,"Classical Monocytes"
1.33508307030179,2.6285260445749,"Neutrophils"
6.56686383774259,-2.01886801651367,"Platelets"
-0.762967941260554,2.94832403728119,"Neutrophils"
5.96986133148649,-3.44067351749786,"Platelets"
5.94681150009611,-2.70300381115325,"Platelets"
6.44472104599454,-1.28520213297256,"Neutrophils"
